Unnamed:0,author sentiment,sentiment,text,date,likecount,movie
1190,@xXW1LDDOG13Xx,0,Gwen would have been proud of you now 🥲,2021-12-17T16:23:16Z,11,sad_video1_spiderman (1).xlsx
1191,@zgaminglightzxgl7299,0,If doctor strange was there he would've got her,2017-09-03T13:30:32Z,11,sad_video1_spiderman (1).xlsx
1192,@hriday7185,0,Bro it's a canon event,2023-06-21T10:16:52Z,11,sad_video1_spiderman (1).xlsx
1193,@minicookies190,4,"i cried in no way home when he save MJ....... man he's a great actor, i can feel the fresh emotion out of him",2022-05-11T17:26:59Z,11,sad_video1_spiderman (1).xlsx
1194,@SomberP,4,"This is the most real death in a super hero movie. No last words of encouragement, just dead.",2023-06-21T05:33:02Z,11,sad_video1_spiderman (1).xlsx
1195,@JoeyBellissimosubscribe,0,Redemption is beautiful. Andrew Garfield blew his role outta the water. 🔥,2021-12-17T04:09:20Z,11,sad_video1_spiderman (1).xlsx
1196,@redozmasoma,0,"Andrew: what's wrong Gwen?
Gwen: I just miss my dad that's all
Andrew: say no more",2022-01-09T10:22:27Z,11,sad_video1_spiderman (1).xlsx
1197,@DingDarkus,1,"Andrew Garfield Spider-Man is so underrated, to be fair the competition is beyond hard to compete with. But Jesus this feels so real, every time I see this scene I choke up. He’s a great Spider-Man just didn’t have great direction is all",2021-12-20T17:54:33Z,11,sad_video1_spiderman (1).xlsx
1198,@riri4811,0,who’s here after no way home scene :(,2021-12-15T19:51:24Z,11,sad_video1_spiderman (1).xlsx
1199,@BBsAdventures,1,This guy played the BEST Spiderman ever that Sony made,2021-12-15T23:03:18Z,11,sad_video1_spiderman (1).xlsx
1200,@sdaftermath123,1,You redeemed yourself Andrew. You and Gwen can Rest Easy now!,2022-01-09T05:55:50Z,11,sad_video1_spiderman (1).xlsx
1201,@kledmohd4230,4,In comics. This death has an effect on the comic era of that time as things took turn for the darker.,2019-07-20T14:17:10Z,11,sad_video1_spiderman (1).xlsx
1202,@blessyie643,4,This will literally always give me goosebumps... And tears,2022-02-25T03:14:13Z,11,sad_video1_spiderman (1).xlsx
1203,@silenceofsolis5032,4,"The scene of her falling with the gears is so beautifully done, it really captures the moment of everything",2021-02-21T19:56:09Z,11,sad_video1_spiderman (1).xlsx
1204,@obilugia,0,REDEMPTION BITCHES!!!,2021-12-15T13:22:48Z,11,sad_video1_spiderman (1).xlsx
1205,@NaDa_Wolf,1,MY BOY REDEEM HIMSELF !!!!! ❤️💙,2021-12-18T18:38:44Z,11,sad_video1_spiderman (1).xlsx
1206,@entity5279,0,"""so what was her time of death""
""I don't know""
""what do you mean you don't know you were literally in a giant clock""
""yeah i broke the clock""",2020-11-02T01:02:13Z,11,sad_video1_spiderman (1).xlsx
1207,@klaytonford1190,0,Who else is here after NWH?,2021-12-19T03:19:13Z,11,sad_video1_spiderman (1).xlsx
1208,@booradley3400,0,Hope she comes back as Spider Gwen somehow in “No Way Home”,2021-08-31T07:05:47Z,11,sad_video1_spiderman (1).xlsx
1209,@dodibanzon,0,Canon event,2023-06-04T07:43:45Z,11,sad_video1_spiderman (1).xlsx
1210,@kloppthelollypop4439,0,Who’s here after the redemption on MJ in the new Spider-Man,2021-12-16T00:23:53Z,11,sad_video1_spiderman (1).xlsx
1211,@ukon338,0,"[SPOILERS]







When he saved MJ, it made me realize that Andrew went through the most out of the 3",2021-12-19T01:22:57Z,11,sad_video1_spiderman (1).xlsx
1212,@minanaguib5242,0,This hits differently after nwh,2021-12-19T00:07:55Z,10,sad_video1_spiderman (1).xlsx
1213,@bartolomeestebanmurillo4459,1,Peter got his redemption by saving MJ from meeting the same fate. That was an emotional moment for him and for the fans!,2021-12-30T12:11:12Z,10,sad_video1_spiderman (1).xlsx
1214,@user-hh9kw3cw9y,1,"So glad they added in Andrew saving MJ in NWH, possible the greatest thing they could've done for us Garfield fans",2021-12-19T03:07:14Z,10,sad_video1_spiderman (1).xlsx
1215,@DJMF117,1,I love how the web when its shot is designed to look like a reaching hand. My man Andrew was the best Spiderman.,2021-12-18T23:57:12Z,10,sad_video1_spiderman (1).xlsx
1216,@ZodiacTridentUprisingEditor,0,I want another amazing Spider-Man..,2018-07-31T17:49:41Z,10,sad_video1_spiderman (1).xlsx
1217,@TheCoolProfessor,2,This never gets old!,2016-03-04T05:16:46Z,17560,happy_video4_I am MI.xlsx
1218,@Hamentsios10,0,Imagine the writers when they wrote that.,2018-10-12T17:25:35Z,11576,happy_video4_I am MI.xlsx
1219,@MMOByte,0,13 years later and I still find myself coming back to this scene..,2020-02-09T21:43:34Z,7595,happy_video4_I am MI.xlsx
1220,@xafdil,0,"Carter: ""Spell your name""
Yu: ""Y U""
Carter: ""Why me?""",2020-11-28T18:27:32Z,6688,happy_video4_I am MI.xlsx
1221,@TheChamp91100,2,"the only thing that cud make this funnier is if there was a third guy named ""who""",2018-07-23T20:16:34Z,6459,happy_video4_I am MI.xlsx
1222,@Jonathan-xk7xo,2,"- Who are you?
- Yu.
- No, not me. You.
- Yes, I am Yu.
-Just answer the damn questions.
- Who are you?
- I have told you.
- Are you deaf?
- No, Yu is blind.
-I'm not blind, you blind.
- That is what I just said.
- You just said what?
- I did not say what, I said Yu.
- That's what I'm asking you.
- And Yu is answering.
- Shut up!
- You!
- Yes?
-Not you, him!
- What's your name?
- Mi.
- Yes, you!
- I am Mi.
-He is Mi, and I am Yu",2015-03-25T01:19:54Z,5599,happy_video4_I am MI.xlsx
1223,@royethdorias44,0,"- Corona is declared as a pandemic

- who declared?

- WHO.

- who???

- WHO.

- that's why I'm asking you, who?

- that's why I'm telling you, WHO.",2020-04-16T09:20:26Z,4438,happy_video4_I am MI.xlsx
1224,@JohnDoe-ot1vu,0,Maybe we're all truly each other...,2016-07-27T06:11:36Z,3276,happy_video4_I am MI.xlsx
1225,@GodzillaNeedsBuff,2,I never stop laughing at this scene,2014-03-22T22:16:52Z,3127,happy_video4_I am MI.xlsx
1226,@kaister901,2,"I used to troll in CS games. I named my character ME.

So when anyone of them decides to request in chat to kick ME.

They kick him instead. 

Fking troll to the max.",2018-09-22T05:10:29Z,2824,happy_video4_I am MI.xlsx
1227,@leahmcgee1156,2,"I swear I died when he said ""just answer the damn question. """,2016-04-18T06:09:26Z,2510,happy_video4_I am MI.xlsx
1228,@KurtRusselPH,2,"One of the reason why Jackie Chan loves Chris Tucker, because he always makes him laugh. In fact he is one of the closest to Jackie in Hollywood, the other is Sylvester Stallone.",2020-01-08T20:28:49Z,2020,happy_video4_I am MI.xlsx
1229,@wizardpuma2237,0,He is mi and I am yu just to clear things up,2015-05-26T03:14:39Z,1625,happy_video4_I am MI.xlsx
1230,@LEVILUP23,0,"""he is me, and I am you"" That mind fuckery there traumatized  Carter forever",2020-08-10T09:05:59Z,1251,happy_video4_I am MI.xlsx
1231,@randallrona9618,2,"Years later, it's still one of the funniest scenes ever 🤣",2021-05-03T05:36:19Z,1180,happy_video4_I am MI.xlsx
1232,@vardellsfolly5200,0,Yu cannot really blame Carter for making such a mistake.,2020-08-03T23:22:41Z,803,happy_video4_I am MI.xlsx
1233,@itssara9605,2,0:23 his face XD,2017-12-11T20:39:49Z,803,happy_video4_I am MI.xlsx
1234,@ltarkangel4169,2,I'm not blind you blind lol,2014-10-31T01:25:14Z,802,happy_video4_I am MI.xlsx
1235,@audielliott1315,2,"""i'm not blind, you blind."" 😂",2019-10-05T05:19:00Z,618,happy_video4_I am MI.xlsx
1236,@kikirocy5390,2,"When i was 4 i saw this scene and i thought they were joking
As i grew up my brother told me that they were actually real names
I still laugh at this scene😂😂😂😂",2016-01-30T01:31:01Z,568,happy_video4_I am MI.xlsx
1237,@wingman-1977,0,The 21st century version of who's on 1st.,2015-01-20T09:00:58Z,554,happy_video4_I am MI.xlsx
1238,@anastasia5319,2,"“are you deaf?” 
“no, yu is blind...” 
“im not blind, you blind.” 
“that is what i just said” 
*LMFAO*",2018-08-28T11:14:52Z,492,happy_video4_I am MI.xlsx
1239,@vinsmokeray4230,2,"0:21 That Yu's confused face after he said ""NOT YOU, HIM"" 🤣",2020-12-15T07:33:26Z,476,happy_video4_I am MI.xlsx
1240,@ivanichianus,2,"😂😂😂 Chris Tucker was the perfect actor for this scene

I don’t think any other actor could’ve made it as funny",2022-10-14T04:04:13Z,465,happy_video4_I am MI.xlsx
1241,@sykawticstation8108,2,Lol just imagine how frustrating this conversation would be in real life 😂🤣😂,2019-01-15T19:16:14Z,383,happy_video4_I am MI.xlsx
1242,@lqkim9756,2,"Carter: ""Spell your name!""

Mi: ""M-I.""

Carter:""Yeah who are you?!""

Yu: ""What?""",2021-07-10T00:23:56Z,378,happy_video4_I am MI.xlsx
1243,@IsMaski,2,Such a legendary scene.. Can cry laughing everytime. Chris and Jackie is still the best combo i've seen till date. So much of memories..,2020-09-06T09:33:15Z,354,happy_video4_I am MI.xlsx
1244,@jackiedim7028,0,"In an alternate universe
They are genderbent and are twins called Fook Yu and Fook Mi",2018-06-08T00:05:50Z,339,happy_video4_I am MI.xlsx
1245,@UMIF001,0,"""Who are you?""
""I am You""
""Then who is him?""
""He's me and I'm You""

*ILLUSION 100*",2020-01-08T09:09:16Z,317,happy_video4_I am MI.xlsx
1246,@PedroPerez-mh6hs,1,"I like when Carter said ""not you him"" the old man looked to the right implying that there was someone named 'Him'",2021-02-27T21:57:45Z,259,happy_video4_I am MI.xlsx
1247,@RMJ1984,2,Whoever came up with this sequences is a freaking genius. This is comedy gold.,2023-09-27T12:11:22Z,252,happy_video4_I am MI.xlsx
1248,@guesswhat2710,0,"Yu: ""May I help *Yu* ?""
Me who has watched this for the 10th time: 👁👄👁
Mi who read this comment: You is Mi?",2021-05-19T15:25:45Z,219,happy_video4_I am MI.xlsx
1249,@blengdiabloed7335,0,"F is for friends who do stuff together
U is for Yu and Mi
N is for anywhere and anytime at all
Down here in the dojo",2020-09-16T11:03:02Z,196,happy_video4_I am MI.xlsx
1250,@leahmcgee1156,0,and yu is answering,2016-04-18T06:10:12Z,193,happy_video4_I am MI.xlsx
1251,@CorvusOfMellori,0,"""He's Mi and I'm Yu!!""",2014-12-25T05:54:21Z,190,happy_video4_I am MI.xlsx
1252,@zokomonofficial40,1,The guy who wrote this script is a genius,2020-08-12T03:42:13Z,179,happy_video4_I am MI.xlsx
1253,@player2-lightwater914,0,Imagine if Persona 4 protagonist introduce himself with his first name only.,2021-05-26T15:58:28Z,173,happy_video4_I am MI.xlsx
1254,@corosta,0,"""He's Mi, and I'm Yu"" 🤣🤣🤣🤣 best line in cinema hystory",2022-04-14T03:58:36Z,159,happy_video4_I am MI.xlsx
1255,@GavinFox2028,1,This scene will always be legendary 😂😂,2021-01-09T05:41:29Z,146,happy_video4_I am MI.xlsx
1256,@BlackSaiyanKing,2,This scene would be even more funnier if the third person was called “I”!,2020-03-07T04:53:45Z,97,happy_video4_I am MI.xlsx
1257,@zachpm1309,0,"“I Don’t Know What The Hell You Been Feedin’ Him, but he is TOO DAMN BIG!”",2021-05-26T03:46:47Z,96,happy_video4_I am MI.xlsx
1258,@Torbalannnn,2,0:24 the confused face of Yu... I'm dead 😂,2023-01-06T18:43:16Z,85,happy_video4_I am MI.xlsx
1259,@SuperVortex,0,Rush Hour 4 gotta have another moment like this,2022-12-10T10:36:28Z,83,happy_video4_I am MI.xlsx
1260,@tathicordero,0,"-You!
-Yes?
-No, not you!..Him! What's your name?
-Mi.
-Yes, you!
-I am Mi.
-He's Mi and I'm Yu.",2014-05-05T23:48:34Z,81,happy_video4_I am MI.xlsx
1261,@kimikimonnn,2,2020 and I still watching this. This clip never gets old😂,2020-01-26T23:23:44Z,80,happy_video4_I am MI.xlsx
1262,@ramzyabdul7553,2,"The part that the old guy says
""He is Mi and I'm Yu""
Just puts a twist to the whole scene and makes ur brains boil for a moment, thinking who is the right person now 😂🤣😂😂🤣😂",2020-01-26T03:54:29Z,77,happy_video4_I am MI.xlsx
1263,@jazzandfunkequalsjunk179,0,"Hey I just met Yu
and this crazy..
here's my number...






SO CALL MI MAYBE :D",2019-07-15T09:54:38Z,68,happy_video4_I am MI.xlsx
1264,@Thiagu001,2,Years past. And this comedy still remains at top as one of best comedies ever. Fantastic written ...,2020-08-14T21:06:32Z,65,happy_video4_I am MI.xlsx
1265,@m.aliffitishamyussry4325,2,rush hour is the best movie everrrr!XD,2016-07-11T14:54:59Z,59,happy_video4_I am MI.xlsx
1266,@azzu3,2,"He eventually said that big guy as ""him"" 😂",2021-02-03T21:45:24Z,54,happy_video4_I am MI.xlsx
1267,@Vladpryde,0,"The great Henry O as ""Master Yu"".  Still alive and kicking it at 95 as of 09/18/2022.",2022-09-19T01:54:08Z,54,happy_video4_I am MI.xlsx
1268,@Vaxtris,2,This scene gets me every damn time. Pure comedy platinum.,2018-10-01T03:01:49Z,46,happy_video4_I am MI.xlsx
1269,@jayrivers8478,2,"10 years have passed and this is still one of the most classic and iconic scenes in movie history.

P.S. we still don't know who's You and who's Me.. lol",2020-08-08T19:56:46Z,41,happy_video4_I am MI.xlsx
1270,@user-zy4xe9yt4o,0,Carter literally got depressed because of Yu and Mi.,2021-04-24T06:05:37Z,40,happy_video4_I am MI.xlsx
1271,@MangManong,0,"Plot twist: The 7 foot tall named ""HIM""",2021-02-15T02:52:00Z,38,happy_video4_I am MI.xlsx
1272,@annalisaundag0927,0,When american meets Chinese.,2020-06-18T06:01:53Z,38,happy_video4_I am MI.xlsx
1273,@bmarcelo,2,I CAN'T STOP LAUGHING!,2018-11-03T10:12:29Z,37,happy_video4_I am MI.xlsx
1274,@ManojKumar-rp6sp,0,14 years later and I still find myself coming back to this scene.,2021-05-05T13:56:43Z,37,happy_video4_I am MI.xlsx
1275,@sarahviente9561,0,This is how many people watching during quarantine.,2020-04-14T06:45:37Z,32,happy_video4_I am MI.xlsx
1276,@joseph4500,2,"""He is Mi and I am U""
I always burst out 😂 at that. 😂 😂 😂 😂",2020-08-05T07:56:39Z,31,happy_video4_I am MI.xlsx
1277,@divinediva3641,2,when I first saw this I was rolling,2016-11-26T17:18:50Z,30,happy_video4_I am MI.xlsx
1278,@thawraali7293,2,I can tell they probably took a lot of takes on this scene. 😂😅😂😅,2020-08-01T21:31:25Z,28,happy_video4_I am MI.xlsx
1279,@onatpiranbilen1920,0,Esto perfectamente podría ser una escena de los Monty Python,2022-12-04T20:34:13Z,25,happy_video4_I am MI.xlsx
1280,@k1.sb.,0,"Yu: May I help you? 

Me: We will be asking the questions old man, WHO ARE YOU? 

Yu: Yu.

Me: Not me, you.

Yu: Yes, I'm Yu

Me: Just answer the damn questions, WHO ARE YOU?

Yu: I have told you!

Me: Are you deaf? 


Yu: No, Yu is blind

Me: I ain't blind, you blind

Yu: That is what I just said.


Me: You just said What?


Yu: I did not say What, I said Yu!


Me: thats what I'm asking you!

Yu: And Yu is answering!

Me: Shut up!

Me: You!

Yu: Yes?

Me: Not you Him! 

Me: What's your name? 

Mi: Mi.

Me: Yes, you!

Mi: I'm Mi. 

Yu: He's Mi And I'm Yu.

Me: And Im gonna whoop your whole ass, I'm Sick of playing games, Yu, Mi, Him, Everybody's ass around here, Him Ima Kick his ass I'm sick of it!",2018-08-17T18:09:15Z,25,happy_video4_I am MI.xlsx
1281,@claver5165,0,when a dumbass talk to chinese,2016-02-23T13:44:17Z,25,happy_video4_I am MI.xlsx
1282,@haokerli1737,0,It’ll be funny if Jackie said “He is you and thats me”,2021-11-16T07:27:35Z,25,happy_video4_I am MI.xlsx
1283,@GeeMan126,2,I've watched this 100 times and it still makes me laugh probably the best scene across the 3 movies.,2012-08-27T14:26:04Z,25,happy_video4_I am MI.xlsx
