dialog,act,emotion
"[|How is your job search going , Janet ? |
 | I found the ideal position . I ’ m working for a plumbing company . |
 | Are you serious ? You studied mathematics at college for four years , and now you have a job working with your hands ! |
 | Plumbing work requires mathematics knowledge , and creativity . I love this job . |
 | I can see that . But I didn ’ t know you had experience in that line of work . |
 | I didn ’ t , but I applied for an apprenticeship , and since I studied math , AND I have a good attitude , my application was accepted . |
 | Congratulations ! You do have the right attitude . |]",[2 1 2 1 1 1 1],"[0,0,6,0,0,0,4]"
"[|Well , if it isn't the teacher's pet ! |
 | Stop it . Teacher doesn't treat me any different than she does everyone else . |
 | You can't prove that by me . I saw the score on your report . |
 | Hey , I worked hard on that report and I deserve the grade I got . |
 | It just happened to be the highest grade in the class . |
 | You're just jealous because you didn't do as well as you thought you did . Admit it . |
 | I worked hard too . But she always gives me a lower grade . |
 | If you think that she is not fair with your work then you should talk to her in person instead of stewing over it . |]",[1 1 1 1 1 1 1 3],"[0,1,0,1,0,1,0,1]"
"[|You won one million yuan in a lottery . What will you say ? |
 | I don't know . I'm too excited to say a word . |
 | I understand . It's too good to be true , isn't it ? |
 | Yes , too good to be true . |]",[2 1 2 1],"[0,4,0,4]"
"[|I was supposed to meet with you at half past one . |
 | Yes , I see . What did you need to see me about ? |
 | There's a problem with my schedule . | | What's the problem ? |
 | Two of my classes occur at the same time . |
 | Well , I can see that's a problem . |
 | Is it at all possible for you to fix that error ? |
 | Yes , I can . Would you still like to have both of these classes ? |
 | I want to keep both of them , if that's possible . |
 | Well , let me find you one of these classes on a different day . |
 | Thanks a lot . |]",[3 2 1 2 1 1 3 2 3 4 1],"[0,0,0,0,0,0,0,0,0,0,4]"
[|I went bungee jumping yesterday . | | That sounds like fun . |],[1 1],"[4,4]"
"[|Hello , Tom , are you free next Sunday ? |
 | I think so . Why did you ask that ? |
 | I'm going to have my first baby , so I plan to hold a baby shower next Sunday . |
 | Congratulations ! Why do people hold parties before the baby is born ? |
 | It's the tradition . But baby showers as we know them today were not common until after World Warri . |
 | In any case , I like baby showers , because they allow friends and family to share the joy and excitement of welcoming a new life into the world . |
 | So you will come , won't you ? |
 | Of course . I will prepare a good gift for the new arrival . |
 | Thank you very much . |]",[2 2 1 2 1 1 2 1 1],"[0,0,4,4,0,0,0,4,4]"
"[|What are you doing ? |
 | What am I doing ? What am I doing ? Don ’ t you know what day it is ? |
 | Mumm . no . |
 | It ’ s only the day when the world ’ s biggest sporting event is kicking off . |
 | What ? |
 | The World Cup ! The first match is today ! It ’ s Mexico vs . South Africa ! It ’ s going to be a really good match ! Both teams have a very strong offense and have skilled players . I think that South Africa will probably dominate the first half since they are the host country , and all . |
 | I have no idea what you ’ re talking about . The only sporting event we watch at home is the Super Bowl . |
 | This is bigger than the Super Bowl , man ! Teams from 32 countries compete against each other every four years and fight to win that trophy . They first start in a group stage with bigger groups , each group having 4 teams . The top 2 teams pass on to an elimination stage before going on to the quarter final sand semifinals . |
 | Sounds interesting , but soccer doesn ’ t really appeal to me . |
 | Are you kidding ? Over seven hundred million people watched the final match of the World Cup ! It ’ s a very exciting and nerve wracking sport ! Each nation is cheering on their team , hoping they will become the next champion . So far Brazil is the team with the most titles under their belt ; they ’ re really good ! |
 | All I know about soccer is that you can ’ t use your hands and that players are always falling down , trying to get a free kick or penalty kick . It seems like a sissy sport to me ! |
 | Whatever dude , I ’ m going to go watch the opening match . |]",[2 2 1 1 2 1 1 1 1 1 1 1],"[0,6,0,0,6,0,0,0,0,0,0,0]"
"[|We have absolute proof that you committed the crime . |
 | That's absolutely ridiculous ! |]",[1 1],"[0,1]"
"[|There ’ s a letter here for you . | | Let me see it . |
 | What ’ s the letter about ? | | It ’ s a letter from NYU . |
 | Tell me what it says ! | | I didn ’ t get in . | | You ’ re lying . |
 | I ’ m not lying . | | Are you upset ? | | I had high hopes for NYU . |
 | I ’ m sorry you didn ’ t get accepted . |
 | Hopefully , I ’ ll get accepted to UCLA . |]",[3 4 2 1 3 4 1 1 2 1 1 1],"[0,0,0,0,0,0,0,0,0,5,5,0]"
"[|What ? How could you forget to reserve the concert tickets ? |
 | I'm sorry . I forget all about it . |
 | How could you ? I reminded you just this morning . |
 | It's leap my mind . I really feel terrible about it . |
 | I have been looking forward to this performance all month . |
 | I'm really sorry I let you down . I'll make it up to you somehow . |]",[2 1 2 1 1 1],"[6,0,1,5,1,5]"
"[|Did you hear what happened to Mike last night ? | | No , what ? |
 | Well , apparently he had too much to drink and got into some kind of trouble . Typical , isn't it ? |
 | Oh , no . What kind of trouble ? |
 | Well , I don't know the details , but ... |]",[2 2 2 2 1],"[0,0,0,6,0]"
"[|I'm tired of you always wearing my clothing ! |
 | Aren't you the pot calling the kettle black ? You're wearing my pants right now ! |]",[1 1],"[1,1]"
"[|Thanks . Sometimes talking with a friend is a great way to get over something . Do you mind if I vent a little bit ? |
 | Of course not . If you're feeling bad and want to let your emotions out , you can just say whatever you want to me . |
 | Great , because I am really mad at William . I mean , what kind of an idiot wouldn't be able to appreciate a smart , beautiful woman like me ? Anybody who would be friends with that guy has to be really dumb . |
 | Uh , A ... you know I'm friends with William . |
 | Oh right ... present company excluded , of course ! |]",[3 4 1 1 1],"[1,0,1,0,1]"
"[|Mary is really a diligent girl . | | What do you mean ? |
 | She learns to speak Latin by osmosis within three months . |
 | She is really something . |]",[1 2 1 1],"[4,0,0,4]"
"[|I feel like going for a drink , it's been a long day . |
 | Great idea ! Peter , I could use the drink . |
 | How about the new bar across road ? |
 | Sounds good . The food there is fantastic too . |
 | I agree , I had lunch there last week . |
 | Excellent ! That sounds like a plan . |]",[3 4 3 4 1 1],"[0,4,0,4,0,4]"
"[|I have an idea for Christmas this year . | | What is it ? |
 | Let's not exchange any gifts at all . | | You big scrooge ! |
 | Hear me out . We can pool the money and give it to a family who could really use it ! |
 | But you may have some trouble convincing the kids . |
 | Actual 1y , it was their idea first . |
 | Now we know that they realize the real meaning of Christmas . |]",[1 2 3 4 1 1 1 1],"[0,0,4,4,4,0,0,4]"
"[|Hey , Ben ... did you catch the game last night ? |
 | Uh ... what game ? | | Baltimore defeated Texas by 17 points ! |
 | Um ... and what sport are we talking about here ? |
 | Football of course ! |
 | Oh ... football . Football is cool . I usually try to catch the World Cup finals . |
 | No , I'm talking about American football . The World Cup is soccer . |
 | Oh , I understand . I can't say I'm a big fan . I'm from China , and football doesn't have a really big following over there . |
 | So Chinese people prefer soccer or basketball ? |
 | Yes , I think so . But to be perfectly honest , I'm not really a sports nut.When I was in high school I played on the school volleyball team . Are you a diehard football fan ? |
 | Oh , certainly . I wouldn't miss a game for the world . My girlfriend says I have an addiction . And actually , if I had to choose between her and my games ... I'd probably pick football . |
 | It seems Americans are very passionate about sports . Is this just a part of your culture ? |
 | Oh , yeah ! I think the love of sports starts when kids are very young . Americans come from many different backgrounds so I guess sports are something we can all enjoy together . |]",[2 2 1 2 1 1 1 1 2 2 1 2 1],"[0,0,4,0,0,0,0,0,0,0,0,0,0]"
"[|Julia , what's the weather forecast for tomorrow ? |
 | It says a storm may come tomorrow . | | Oh ! I hate rainy days ! |
 | Me , too . I'm always in low spirits when it rains . Are you going out tomorrow ? |
 | Yes . I have to drive to Washington D . C . | | What bad luck ! |
 | Yeah ! But you know sometimes the weather forecast is not correct . Maybe tomorrow is a clear day . Who knows ? |
 | Yeah , maybe you are right ! |]",[2 1 1 2 1 1 1 1],"[0,0,2,0,0,0,4,4]"
"[|Thanks for offering to give me a lift . I'm looking forward to this party , but I didn't want to go alone . |
 | Don't mention it . It's my pleasure . Have you been to one of these large , sit-down dinner parties since you got to New Haven ? |
 | No , this is my first . Last week I went to a cookout 5 for new professors at Dean Barksdale's home . I took a taxi because I didn't want to be late . But I was the first one there . |
 | I'll bet you were a little embarrassed . |
 | You're right . The invitation said two to seven . I was there at two o'clock , but most people didn't arrive until three or four . They didn't start cooking until five o ’ clock . |
 | Cookouts often start slowly . A two o'clock start means you arrive any time after two . |
 | Thanks for telling me this . |
 | I was late getting back from the mall , but I'm hurrying . |
 | Why are you in such a hurry ? They said , Dinner at eight , and it's only seven-fifteen . I don't want to be the first one there again . |
 | Don't worry . We won't be the first . |]",[1 2 1 1 1 1 1 1 2 1],"[4,4,0,0,0,0,4,0,0,0]"
"[|Some people are always closing their handsets , so it's difficult to inform them . |
 | Why not send them short messages ? |
 | Can short messages reach them ? |
 | Short messages will be kept in the short messages center . Once they open the handsets they will receive them , which is better than you can't find them . |
 | Why haven't I thought of this skill ? |
 | I use short messages quite a lot . If it's not too complicated I will send a short message , which can save much phone charge . |
 | I am informed that many people used short messages to pay a New Year call , and only on the Spring Festival it amounted to 1 billion this year , didn't it ? |
 | I almost can't live without messages , from which I learn about weather forecasts and stock quotations . |]",[1 3 2 1 4 1 2 1],"[0,0,0,0,4,0,0,0]"
"[|Hey , sorry to be late . |
 | What happened to you last night ? You didn ’ t show up . |
 | My mother was ill . I had to look after her . |
 | I ’ m so sorry to hear that . |]",[1 2 1 1],"[0,1,0,5]"
"[|Hi ! How are you going ? |
 | Fine , thank you . How are you doing this morning ? |
 | Not bad . How about you ? Haven't seen you for a long time . |
 | Yes . I've been to New York . I got back only yesterday . |
 | Did you enjoy yourself ? |
 | Very much . New York is such a nice place . Shall I show you some photographs ? |
 | Thanks , I like looking at photographs . How nice ! Oh , I'm afraid I must be going now . I've got an appointment . Have a good day . |
 | You too . I hope to see you soon . Goodbye . | | Goodbye . |]",[2 2 2 1 2 3 4 1 1],"[0,0,0,0,0,4,4,4,4]"
